case_id,module_id,case_code,case_name,case_is_approved,case_approved_by_id,case_description,case_pre_conditions,case_need_automation,case_is_automated,case_is_api,case_risk_level,case_ordering,case_qa_id,case_dev_id,collection_id,step_action,step_input_data,step_expected_result,step_sort
82184,1583,SB_WEB_BUILDER_LB_SLS_09,Check thay đổi 2 layout Full và Split ở block slideshow,0,,,"Đã add block slideshow  
https://prnt.sc/3t3fOh7Ro4lj",1,1,0,,9,30,,0,Select block slideshow,,,1
,,,,,,,,,,,,,,,,Click layout,,"Mở popup layout  
Default block slideshow sẽ có layout Full với các settings:  
- Slide Nav (pagination) On,  
- Arrows (Navigation) On,  
- Show items partially Off",2
,,,,,,,,,,,,,,,,Chuyển layout Split,,"Block slideshow chuyển sang layout split với các default settings:  
- Slide Nav On  
- Arrows On  
- Flip content off  
- Content nằm phía bên tay trái của block",3
,,,,,,,,,,,,,,,,Edit settings trong layout Split,"- Slide Nav Off  
- Arrows Off  
- Flip content On","- Content được chuyển sang phía bên phải  
- Không hiển thị arrow, slide nav khi hover vào vùng chứa button (left, right, bottom)",4
,,,,,,,,,,,,,,,,Save và tới màn preview,,Hiển thị layout tương ứng như ở webfront preview,5
,,,,,,,,,,,,,,,,Chuyển về layout Full và edit,"- Có ít nhất 3 slide  
- Slide Nav On  
- Arrow Off  
- Show items partially On  
- Block width >800px","- Không hiển thị arrow  
- Width content = 50% block width

",6
,,,,,,,,,,,,,,,,Save và tới màn preview,,Hiển thị layout tương ứng như ở webfront preview,7
,,,,,,,,,,,,,,,,Edit layout Full,"- Slide Nav Off  
- Arrow On  
- Show items partially On  
- Block width <800px","- Không hiển thị slide  nav  
- Width content = 80% block width",8
,,,,,,,,,,,,,,,,Save và tới màn preview,,Hiển thị layout tương ứng như ở webfront preview,9
82185,1583,SB_WEB_BUILDER_LB_SLS_10,"Check edit content, button & media của 1 slide",0,,,Đã add block slideshow,1,1,0,,10,30,,0,Click Settings,,Hiển thị danh sách slide của block slideshow,1
,,,,,,,,,,,,,,,,Click icon edit slide,,"Mở popup có 3 tab content, button, media. Mặc định ở tab content  
Có sẵn text:  
Sub heading: Deal of the week  
Heading: 40% off Suffix  
Description: Description",2
,,,,,,,,,,,,,,,,Edit Content,"Sub heading: trống  
Heading: Test Heading  
Description: test slideshow",Chỉ hiển thị Heading và Description,3
,,,,,,,,,,,,,,,,Save và đến màn preview,,Hiển thị block slideshow chỉ có Heading và description như ở webfront,4
,,,,,,,,,,,,,,,,Edit Button,"Tắt button 1, 2","- Không hiển thị button nào ở block slideshow  
- Ẩn options label, action, new tab...",5
,,,,,,,,,,,,,,,,Save và đến màn preview,,Hiển thị block slideshow không có button như ở webfront,6
,,,,,,,,,,,,,,,,Edit Button,"- Bật button 1  
- Xoá label  
- Go to page  
- New tab On",Chỉ hiển thị khung button (tương tự block button khi ko có label),7
,,,,,,,,,,,,,,,,Save và đến màn preview,,Hiển thị block slideshow có button không label như ở webfront,8
,,,,,,,,,,,,,,,,Click button ở block slideshow tại preview,,Mở tab mới chuyển đúng đến page đã set,9
,,,,,,,,,,,,,,,,Edit Button,"- Bật button 2  
- Set label cho 2 button   
- Go to page All Products  
- New tab Off",Hiển thị  button  secondary ở block slideshow,10
,,,,,,,,,,,,,,,,Save và đến màn preview,,Hiển thị button secondary ở block slideshow như ở webfront preview,11
,,,,,,,,,,,,,,,,Click button ở block slideshow tại preview,,Chuyển đến page đã setup ở ngay tại cửa sổ màn preview,12
,,,,,,,,,,,,,,,,Edit Button,"- Bật button 2  
- Label button  
- Redirect to link  
- Link chứa https://. VD: https://google.com",Hiển thị button với label button ở block slideshow,13
,,,,,,,,,,,,,,,,Save và đến màn preview,,Hiển thị button với label button ở block slideshow như ở webfront preview,14
,,,,,,,,,,,,,,,,Click button ở block slideshow tại preview,,Chuyển đến google.com,15
,,,,,,,,,,,,,,,,Edit Button,"- Bật button 2  
- Label button  
- Redirect to link  
- Link ko chứa https://. VD: youtube.com",Hiển thị button với label button ở block slideshow,16
,,,,,,,,,,,,,,,,Save và đến màn preview,,Hiển thị button với label button ở block slideshow như ở webfront preview,17
,,,,,,,,,,,,,,,,Click button ở block slideshow tại preview,,Chuyển đến đường dẫn https://(shop-domain)/products/youtube.com,18
,,,,,,,,,,,,,,,,Edit Media,"- Upload Image   
- Size Contain  
- Position Center Left  
- Overlay: Red/30% opacity","Hiển thị ảnh ở trong block slideshow dạng resize width, height để vừa với block và được căn sang lề trái",19
,,,,,,,,,,,,,,,,Save và đến màn preview,,Hiển thị background image đúng với image đã upload,20
,,,,,,,,,,,,,,,,Edit Media,"- Add video URL từ youtube  
- Overlay: Grey/25% opacity","Video hiển thị full trên block slideshow, video đúng với url được add",21
,,,,,,,,,,,,,,,,Save và đến màn preview,,Hiển thị background video giống ở webfront preview,22
82187,1583,SB_WEB_BUILDER_LB_SLS_11,Check tương tác với block slideshow ở webfront preview,0,,,"Đã add block slideshow  
<https://prnt.sc/3t3fOh7Ro4lj> ",1,1,0,,11,30,,0,Tại webfront preview ấn arrows left/right,,Chuyển đến slide trước/sau slide hiện tại,1
,,,,,,,,,,,,,,,,Tại webfront preview ấn slide nav,,Chuyển đến slide có thứ tự tương ứng,2
,,,,,,,,,,,,,,,,Tại webfront preview select block slideshow,,Resize được block,3
82188,1583,SB_WEB_BUILDER_LB_SLS_12,Check validate Content block slideshow với size block khác nhau,0,,,Đã add block slideshow,1,1,0,,12,30,,0,Resize block slideshow width < 800px,"a. 799px  
b. Hết cỡ","a. Width content = 80% width block = 639.2px  
b. Min width  = 80% 256px",1
,,,,,,,,,,,,,,,,Resize block slideshow width > 800px,"a. 801px  
b. 1361px","a. Width content = 50% width block = 400.5px  
b. Width content = max width 680px",2
,,,,,,,,,,,,,,,,Resize block slideshow height hết cỡ,,Min height = content + 80px,3
,,,,,,,,,,,,,,,,"Nhập đầy đủ sub heading, heading & description",,"Line4 spacing:  
- sub heading - heading: 4px  
- heading - description: 4px  
- content - button: 24px",4
82189,1583,SB_WEB_BUILDER_LB_SLS_13,Check block slideshow ở các trình duyệt khác nhau,0,,,,1,0,0,,13,238,,0,Check case 1-12 ở các trình duyệt khác nhau,,Pass đúng như kết quả mong muốn ,50
82191,1583,SB_WEB_BUILDER_LB_SLS_14,Check block slideshow hiển thị ở Mobile view,1,238,Đã add block slideshow,BLock slideshow có layout split,1,1,0,,14,30,,0,Click icon mobile,,"- Chuyển qua Mobile view  
- Default settings:  
+ Padding content: all 40  
+ Content width 100%  
+ Background color 4  
Các settings khác tương tự Desktop",1
95733,1583,SB_WEB_BUILDER_LB_SLS_27,Verify background dạng image của các block/column/row khác Slideshow,1,10,,"""1. Acc: shopbase@beeketing.net    
- Dev: front-improve-wb-ux    
- Prodtest: front-improve-wb-ux-prodtest    
- Prod: front-improve-wb-ux-dev


2. shop setting theme V3.     
3. Vào web builder  
Có 2 block:  
- Button 1:   
+ có background là image 1  
+ Position: Right-Center  
+ Overlay: color 3  
+ Repeat: on  
+ Size: Cover  
- Button 2: có background là color 3

",0,0,0,0,50,307,,0,"Click vào Button 1 ở webfront

",,"Bên sidebar, mở setting của block Button 1

",50
,,,,,,,,,,,,,,,,"Click tab Design -> Click Background

",,"Mở tab [Image] với giao diện  https://prnt.sc/9yPOh\_2rsQqG trong đó:  
- Phần Upload image giữ nguyên  
- Field Style chọn Cover

",50
,,,,,,,,,,,,,,,,"Click field Style

",,"Show popup Style với các field:   
- Đang chọn ảnh Cover  
- Overlay: color 3  
- Position: right- center  
- Show field Repeat: On

",50
,,,,,,,,,,,,,,,,"Edit data background -> Save

","Chọn ảnh từ Gallery

","Ngoài SF, background apply như đúng setting trong WB

",50
,,,,,,,,,,,,,,,,"Back lại website builder, click block [Button 2] ở webfront

",,"Bên sidebar, mở setting của block Button 2

",50
,,,,,,,,,,,,,,,,"Click tab Design -> Click Background

",,"Open tab Color với đang chọn Color 3

",50
,,,,,,,,,,,,,,,,"Click field Image

",,"Mở tab [Image] với giao diện  https://prnt.sc/9yPOh\_2rsQqG trong đó:  
- File Upload image hiển thị như cũ: https://prnt.sc/oWO-o0o5Ob70  
- Field Style chọn Cover

",50
,,,,,,,,,,,,,,,,"Click field Style

",,"Show popup Style với các field: (data default)  
- Đang chọn ảnh Cover  
- Overlay: color 3  
- Position: center- center  
- Show field Repeat: Off

",50
,,,,,,,,,,,,,,,,"Edit data background -> Save

","Upload ảnh bất kỳ

","Ngoài SF, background apply như đúng setting trong WB

",50
,,,,,,,,,,,,,,,,"Back lại website builder, drag& drop block [Paragraph] -> Click field Background ở sidebar

",,"Open tab Color với data là None

",50
,,,,,,,,,,,,,,,,"click tab Image

",,"Mở tab [Image] với giao diện  https://prnt.sc/9yPOh\_2rsQqG trong đó:  
- File Image hiển thị như cũ: https://prnt.sc/oWO-o0o5Ob70  
- Field Style chọn Cover

",50
95732,1583,SB_WEB_BUILDER_LB_SLS_26,Verify field Style ở phần MOBILE IMAGE,1,10,"Verify field Style ở phần MOBILE IMAGE

","""1. Acc: shopbase@beeketing.net    
- Dev: front-improve-wb-ux    
- Prodtest: front-improve-wb-ux-prodtest    
- Prod: front-improve-wb-ux-dev


2. shop setting theme V3.     
3. Vào web builder

",1,0,0,0,50,307,,0,"Open Insert panel -> Drag&drop block Slideshow vào webfront 

",,"Ở webfront, hiển thị preview Slideshow bản Desktop đúng với Setting của Desktop

",50
,,,,,,,,,,,,,,,,"Click button [Settings] ở Slide 2 -> Click Media

",,"Show setting của Mobile và Desktop 

",50
,,,,,,,,,,,,,,,,"Click field Style của MOBILE IMAGE

",,"Default chọn ảnh Cover  
Overlay: None  
Position: Center-Center

",50
,,,,,,,,,,,,,,,,"Chọn Contain

",,"Default chọn ảnh Cover  
Overlay: None  
Position: Center-Center  
Repeat: Off

",50
95731,1583,SB_WEB_BUILDER_LB_SLS_25,Verify field Mobile Image ở phần MOBILE IMAGE,1,10,"Verify field Mobile Image ở phần MOBILE IMAGE

","""1. Acc: shopbase@beeketing.net    
- Dev: front-improve-wb-ux    
- Prodtest: front-improve-wb-ux-prodtest    
- Prod: front-improve-wb-ux-dev


2. shop setting theme V3.     
3. Vào web builder

",1,0,0,0,50,307,,0," Open Insert panel -> Drag&drop block Slideshow vào webfront 

",,"Ở webfront, hiển thị preview Slideshow bản Desktop 

",50
,,,,,,,,,,,,,,,,"Click button [Settings] ở Slide 1 -> Click Media

",,"Show setting của Mobile và Desktop 

",50
,,,,,,,,,,,,,,,,"Click field Mobile Image ở phần [MOBILE IMAGE]

",,"Show các field:   
- Upload  
- Select from Gallery  
- Remove

",50
,,,,,,,,,,,,,,,,"Click [Upload]

",,"Mở popup chọn image ở computer

",50
,,,,,,,,,,,,,,,,"Upload ảnh và Save

",,"Ngoài SF, trên mobile sẽ show ảnh như upload. Slide ở desktop không bị ảnh hưởng

",50
,,,,,,,,,,,,,,,,"Back lại WB, Click [Gallery]

",,"Show popup Select image: https://prnt.sc/UkBTo4TED5Gw

",50
,,,,,,,,,,,,,,,,"Select ảnh từ Gallery -> Save

",,"Ngoài SF, trên mobile sẽ show ảnh như upload. Slide ở desktop không bị ảnh hưởng

",50
,,,,,,,,,,,,,,,,"Click [Remove]

",,"Xóa ảnh của slide, ở webfront không show image của slide + ở box dropdown không hiển thị ảnh: https://prnt.sc/k3vzmxj1A71h

",50
,,,,,,,,,,,,,,,,"Click Save -> Open SF

",,"Ngoài SF, trên mobile slide sẽ show theo setting của desktop (ảnh/video và phần Style của desktop)

",50
95730,1583,SB_WEB_BUILDER_LB_SLS_24,Verify hiển thị slideshow với slide loại Video case xóa ảnh Mobile image,1,10,"Verify hiển thị slideshow với slide loại Video case xóa ảnh Mobile image

","""1. Acc: shopbase@beeketing.net    
- Dev: front-improve-wb-ux    
- Prodtest: front-improve-wb-ux-prodtest    
- Prod: front-improve-wb-ux-dev


2. shop setting theme V3.     
3. Vào web builder


Data: setting Slideshow cho Mobile và Desktop khác nhau (Desktop slide là video)

",1,0,0,0,50,307,,0,"Open Insert panel -> Drag&drop block Slideshow vào webfront 

",,"Ở webfront, hiển thị preview Slideshow bản Desktop đúng với Setting của Desktop

",50
,,,,,,,,,,,,,,,,"Switch sang mobile

",,"Ở preview, hiển thị preview Slideshow bản Mobile đúng với setting ở Mobile

",50
,,,,,,,,,,,,,,,,"Click button [Settings] ở Slide 1 -> Click Media

",,"Show setting của Mobile và Desktop 

",50
,,,,,,,,,,,,,,,,"Xóa setting Mobile image

",,"Ở preview, hiển thị preview Slideshow bản Mobile giống với Setting của Desktop

",50
,,,,,,,,,,,,,,,,"Click button [Save] -> Open SF

",,"Slideshow ở mobile và desktop hiển thị giống nhau, hiển thị đúng theo setting của Desktop (slide là video)

",50
95729,1583,SB_WEB_BUILDER_LB_SLS_23,Verify hiển thị slideshow với slide loại Image case xóa ảnh Mobile image,1,10,"Verify hiển thị slideshow với slide loại Image case xóa ảnh Mobile image

","""1. Acc: shopbase@beeketing.net    
- Dev: front-improve-wb-ux    
- Prodtest: front-improve-wb-ux-prodtest    
- Prod: front-improve-wb-ux-dev


2. shop setting theme V3.     
3. Vào web builder


Data: setting Slideshow cho Mobile và Desktop khác nhau

",1,0,0,0,50,307,,0,"Open Insert panel -> Drag&drop block Slideshow vào webfront 

",,"Ở webfront, hiển thị preview Slideshow bản Desktop đúng với Setting của Desktop

",50
,,,,,,,,,,,,,,,,"Switch sang mobile

",,"Ở preview, hiển thị preview Slideshow bản Mobile đúng với setting ở Mobile

",50
,,,,,,,,,,,,,,,,"Click button [Settings] ở Slide 1 -> Click Media

",,"Show setting của Mobile và Desktop 

",50
,,,,,,,,,,,,,,,,"Xóa setting Mobile image

",,"Ở preview, hiển thị preview Slideshow bản Mobile giống với Setting của Desktop

",50
,,,,,,,,,,,,,,,,"Click button [Save] -> Open SF

",,"Slideshow ở mobile và desktop hiển thị giống nhau, hiển thị đúng theo setting của Desktop (slide là ảnh)

",50
95728,1583,SB_WEB_BUILDER_LB_SLS_22,Verify giao diện block Slideshow khi được kéo mới ở Insert panel,1,10,"Verify giao diện block Slideshow khi được kéo mới ở Insert panel

","""1. Acc: shopbase@beeketing.net    
- Dev: front-improve-wb-ux    
- Prodtest: front-improve-wb-ux-prodtest    
- Prod: front-improve-wb-ux-dev


2. shop setting theme V3.     
3. Vào web builder

",1,0,0,0,50,307,,0,"Open Insert panel -> Drag&drop block Slideshow vào webfront 

",,"Ở webfront, show block Slideshow với setting default

",50
,,,,,,,,,,,,,,,,"Switch sang mobile

",,"Webfront hiển thị slideshow bản mobile có setting giống desktop

",50
,,,,,,,,,,,,,,,,"Click button [Settings] ở slide 3 -> Click Media

",,"Hiển thị giao diện như design: https://prnt.sc/rcZbdCNCIVna (không có data field Mobile Image và Style ở phần MOBILE IMAGE)

",50
,,,,,,,,,,,,,,,,"Input data phần IMAGE MOBILE 

","Image mobile = upload 1 ảnh mới  
Style = Contain, Repeat = On

","Ở webfront, preview Slideshow ở mobile hiển thị như setting, không bị đồng bộ với desktop

",50
,,,,,,,,,,,,,,,,"Click Save -> Open SF

",,"Slideshow hiển thị ở mobile và desktop giống y như setting trong WB

",50
95727,1583,SB_WEB_BUILDER_LB_SLS_21,Migrate các block Slideshow cũ,1,10,,"Login dashboard -> Open Online Store -> Click Customize   
Block Slideshow có 3 slide có các settings:  
- Slide 1:   
    + Là Image  
    + Size = Cover  
    + Position = Top-left  
    + Overlay = color 3  
    + Repeat = off  
    + Action = Action a link  
    + Target URL = ahihi.com   
    +Open in new tab = turn on    
- Slide 2:  
    + Là Image  
    + Size = Contain  
    + Position = Top-right  
    + Overlay = color 4  
    + Repeat = on  
    + Action = Go to page  
    + Page = Cart  
    +Open in new tab = turn on    
- Slide 3:   
    + Là Video  
    + Video URL: https://www.youtube.com/watch?v=IJT51et7owQ  
    + Overlay: color 2  
    + Action = Go to checkout  
    +Open in new tab = turn off   
- shop: https://test-insert-panel-1.myshopbase.net/    
acc: nule+1@beeketing.net/ qafront@123  

",0,0,0,0,50,307,,0,"Click Slideshow ở webfront

",,"Ở sidebar, open setting của Slideshow

",50
,,,,,,,,,,,,,,,,"Click icon [Settings] ở Slide 1 -> Click tab [Media]

",,"- Tại tab [Media] show giao diện:  
- Show field Image: icon là ảnh đã upload  
- Style: Cover  
- Block MOBILE IMAGE: https://prnt.sc/yp4X-bHmKMgT  
-  Action = Action a link  
- Target URL = ahihi.com   
- Open in new tab = turn on  

",50
,,,,,,,,,,,,,,,,"Click field Image

",,"Show popup gồm 3 option:  
Upload  
Gallery  
Remove

",50
,,,,,,,,,,,,,,,,"Click [Upload]

",,"Mở popup chọn image ở computer

",50
,,,,,,,,,,,,,,,,"Click [Gallery]

",,"Show popup Select image: https://prnt.sc/UkBTo4TED5Gw

",50
,,,,,,,,,,,,,,,,"Click [Remove]

",,"Xóa ảnh của slide, ở webfront không show image của slide + ở box dropdown không hiển thị ảnh: https://prnt.sc/k3vzmxj1A71h

",50
,,,,,,,,,,,,,,,,"Click field Style

",,"Show popup Style với các field:   
- Đang chọn ảnh đầu tiên  
- Overlay: color 3  
- Position: Top-left  
- Không show field Repeat

",50
,,,,,,,,,,,,,,,,"Hover vào ảnh đầu tiên

",,"Show tooltip như ảnh:  
https://prnt.sc/etroOwDC9d98

",50
,,,,,,,,,,,,,,,,"Open ngoài SF

",,"Ở cả mobile và desktop, Slide 1 hiển thị giống nhau và đúng với setting trong WB

",50
,,,,,,,,,,,,,,,,"Back lại WB, input data cho MOBILE IMAGE -> Click Save

","Input data for MOBILE IMAGE:   
- Mobile image: upload 1 ảnh bất kỳ  
- Style: Cover + Overlay: color 1 + Position: Bottom-right + Không show repeat

","Ở webfront, bản mobile hiển thị Slide 1 đúng như setting, khác với setting ở Desktop

",50
,,,,,,,,,,,,,,,,"Open ngoài SF

",,"Mobile và Desktop show slide1 theo setting riêng, không giống nhau

",50
,,,,,,,,,,,,,,,,"Back lại WB, click icon [Settings] ở Slide 2

",,"Ở sidebar, open setting của Slideshow

",50
,,,,,,,,,,,,,,,,"Click tab [Media]

",,"- Tại tab [Media] show giao diện:  
- Show field Image: icon là ảnh đã upload  
    + Style: Contain  
    + Action = Go to page  
    + Page = Cart  
    +Open in new tab = turn on  

",50
,,,,,,,,,,,,,,,,"Click field Image

",,"Show popup gồm 3 option:  
Upload  
Gallery  
Remove

",50
,,,,,,,,,,,,,,,,"Click [Upload]

",,"Mở popup chọn image ở computer

",50
,,,,,,,,,,,,,,,,"Click [Gallery]

",,"Show popup Select image: https://prnt.sc/UkBTo4TED5Gw

",50
,,,,,,,,,,,,,,,,"Click [Remove]

",,"Xóa ảnh của slide, ở webfront không show image của slide + ở box dropdown không hiển thị ảnh: https://prnt.sc/k3vzmxj1A71h

",50
,,,,,,,,,,,,,,,,"Click field Style

",,"Show popup Style với các field:   
- Đang chọn ảnh đầu tiên  
- Overlay: color 4  
- Position: Top-right  
- Show field Repeat

",50
,,,,,,,,,,,,,,,,"Hover vào ảnh đầu tiên

",,"Show tooltip như ảnh:  
https://prnt.sc/RjhvsCIVjhox

",50
,,,,,,,,,,,,,,,,"Open ngoài SF

",,"Ở cả mobile và desktop, Slide 1 hiển thị giống nhau và đúng với setting trong WB

",50
,,,,,,,,,,,,,,,,"Back lại WB, input data cho MOBILE IMAGE -> Click Save

","Input data for MOBILE IMAGE:   
- Mobile image: upload 1 ảnh bất kỳ  
- Style: Cover + Overlay: color 1 + Position: Bottom-right + Không show repeat

","Ở webfront, bản mobile hiển thị Slide 1 đúng như setting, khác với setting ở Desktop

",50
,,,,,,,,,,,,,,,,"Open ngoài SF

",,"Mobile và Desktop show slide1 theo setting riêng, không giống nhau

",50
,,,,,,,,,,,,,,,,"Back lại WB, click icon [Settings] ở Slide 3

",,"Ở sidebar, open setting của Slideshow

",50
,,,,,,,,,,,,,,,,"Click tab [Media]

",,"- Tại tab [Media] show giao diện:  
- Show field Video  
    + Style: Contain  
    + Action = Go to page  
    + Page = Cart  
    +Open in new tab = turn on  

",50
,,,,,,,,,,,,,,,,"Click field Image

",,"Show popup gồm 3 option:  
Upload  
Gallery  
Remove

",50
,,,,,,,,,,,,,,,,"Click [Upload]

",,"Mở popup chọn image ở computer

",50
,,,,,,,,,,,,,,,,"Click [Gallery]

",,"Show popup Select image: https://prnt.sc/UkBTo4TED5Gw

",50
,,,,,,,,,,,,,,,,"Click [Remove]

",,"Xóa ảnh của slide, ở webfront không show image của slide + ở box dropdown không hiển thị ảnh: https://prnt.sc/k3vzmxj1A71h

",50
,,,,,,,,,,,,,,,,"Click field Style

",,"Show popup Style với các field:   
- Đang chọn ảnh đầu tiên  
- Overlay: color 4  
- Position: Top-right  
- Show field Repeat

",50
,,,,,,,,,,,,,,,,"Hover vào ảnh đầu tiên

",,"Show tooltip như ảnh:  
https://prnt.sc/RjhvsCIVjhox

",50
,,,,,,,,,,,,,,,,"Open ngoài SF

",,"Ở cả mobile và desktop, Slide 1 hiển thị giống nhau và đúng với setting trong WB

",50
,,,,,,,,,,,,,,,,"Back lại WB, input data cho MOBILE IMAGE -> Click Save

","Input data for MOBILE IMAGE:   
- Mobile image: upload 1 ảnh bất kỳ  
- Style: Cover + Overlay: color 1 + Position: Bottom-right + Không show repeat

","Ở webfront, bản mobile hiển thị Slide 1 đúng như setting, khác với setting ở Desktop

",50
,,,,,,,,,,,,,,,,"Open ngoài SF

",,"Mobile và Desktop show slide1 theo setting riêng, không giống nhau

",50
88986,1583,SB_WEB_BUILDER_LB_SLS_17,"Check slideshow image sử dụng thẻ img, đồng thời check preload & lazyload ảnh cho các slide",0,,"Update element sử dụng background chuyển sang thẻ img

","- Template đã add sẵn 1 block slideshow ở 1 trong 3 section 1-3 (Block slideshow A)  
- Template đã add sẵn 1 block slideshow ở 1 trong các section từ 4 trở đi (Block slideshow B)  
- 2 block có ít nhất 2 slide và đã có slide image (Có thể để default block)

",0,0,0,0,50,30,,0,"Vào dashboard > Onlinestore >Customize theme v3 bất kỳ

",,"Mở web builder  
- Hiển thị block slideshow A và B đã setup

",50
,,,,,,,,,,,,,,,,"Mở inspector đối với ảnh các slide của block

","a. Block A  
b. Block B

","Cả 2 block đều có thẻ img với attribute src = link ảnh   
NOTE: Đây là update chính vì trước đây block slideshow dùng ảnh background ăn vào css -> chuyển qua thẻ img.

",50
,,,,,,,,,,,,,,,,"Mở preview+SF check inspector slide đầu tiên

","a. Block A  
b. Block B

","a. Có thẻ img tương tự như wb, link ảnh khớp nhau. Có thêm attribute fetchpriority = high (tức là ảnh sẽ đc preload), không có attribute loading=lazy  
b. Có thẻ img tương tự như wb, link ảnh khớp nhau. Ngược lại với block A có attribute loading=lazy ko có fetchpriority=high

",50
,,,,,,,,,,,,,,,,"Check các slide tiếp theo ở sau

","a. Block A  
b. Block B

","Các slide sau của cả 2 block sẽ giống nhau có thẻ img với attribute src = link img và có attribute loading=lazy, ko có fetchpriority=high

",50
88775,1583,SB_WEB_BUILDER_LB_SLS_16,Verify Bật tắt Loop của các block có layout slide autoplay,0,,"Verify Bật tắt Loop của các block có layout slide autoplay

","""1. Acc: shopbase@beeketing.net  
- Dev: front-improve-wb-ux  
- Prodtest: front-improve-wb-ux-prodtest  
- Prod: front-improve-wb-ux-dev


2. shop setting theme V3.   
3. Vào web builder

",1,0,0,0,50,30,,0,"1. Add block vào các column 

","- all reviews   
- collection list   
- slideshow  
- repeated content  
- featured collection

","1. Các block hiển thị trên wb

",50
,,,,,,,,,,,,,,,,"2. edit layout của block sang ""carousel"" hoặc ""slide""

",,"2.    
- Arrow btn và slide navigation hiển thị ở các block.  
- Option loop hiển thị.   
- Loop default On 

",50
,,,,,,,,,,,,,,,,"3. Check loop Off

",,"3.   
- slide đầu disable arrow btn bên trái  
- slide cuối disable arrow btn bên phải

",50
,,,,,,,,,,,,,,,,"4. Save > Click vào preview + sf

",,"4.   
- slide đầu disable arrow btn bên trái  
- slide cuối disable arrow btn bên phải

",50
,,,,,,,,,,,,,,,,"5. Check loop On

",,"5.   
- slide đầu enable arrow btn bên trái và click vào thì sẽ chuyển sang slide cuối  
- slide cuối enable arrow btn bên phải và click vào thì sẽ chuyển sang slide đầu

",50
,,,,,,,,,,,,,,,,"6. Save > Click vào preview + sf

",,"6.   
- slide đầu enable arrow btn bên trái và click vào thì sẽ chuyển sang slide cuối  
- slide cuối enable arrow btn bên phải và click vào thì sẽ chuyển sang slide đầu

",50
88774,1583,SB_WEB_BUILDER_LB_SLS_15,Verify Bật tắt Loop của các block có layout slide,0,,"Verify Bật tắt Loop của các block có layout slide

","""1. Acc: shopbase@beeketing.net  
- Dev: front-improve-wb-ux  
- Prodtest: front-improve-wb-ux-prodtest  
- Prod: front-improve-wb-ux-dev


2. shop setting theme V3.   
3. Vào web builder

",1,0,0,0,50,30,,0,"1. Add block vào các column 

","- all reviews   
- collection list   
- slideshow  
- repeated content  
- featured collection

","1. Các block hiển thị trên wb

",50
,,,,,,,,,,,,,,,,"2. edit layout của block sang ""carousel"" hoặc ""slide""

",,"2.    
- Arrow btn và slide navigation hiển thị ở các block.  
- Option loop hiển thị.   
- Loop default On 

",50
,,,,,,,,,,,,,,,,"3. Check loop Off

",,"3.   
- slide đầu disable arrow btn bên trái  
- slide cuối disable arrow btn bên phải

",50
,,,,,,,,,,,,,,,,"4. Save > Click vào preview + sf

",,"4.   
- slide đầu disable arrow btn bên trái  
- slide cuối disable arrow btn bên phải

",50
,,,,,,,,,,,,,,,,"5. Check loop On

",,"5.   
- slide đầu enable arrow btn bên trái và click vào thì sẽ chuyển sang slide cuối  
- slide cuối enable arrow btn bên phải và click vào thì sẽ chuyển sang slide đầu

",50
,,,,,,,,,,,,,,,,"6. Save > Click vào preview + sf

",,"6.   
- slide đầu enable arrow btn bên trái và click vào thì sẽ chuyển sang slide cuối  
- slide cuối enable arrow btn bên phải và click vào thì sẽ chuyển sang slide đầu

",50
,,,,,,,,,,,,,,,,,,,50
